id,work_title,episode_title,excerpt_fa,excerpt_en,question_fa,question_en,answer_fa,answer_en,summary_fa,summary_en,difficulty,type,source,tags
253,Shahnameh,کشف شیوهٔ برافروختن آتش به دست هوشنگ و سابقهٔ جشن سده,ز هوشنگ ماند این سده یادگار / بسی باد چون او دگر شهریار,"From Hushang remained this Sadeh as a memorial / May there be many other kings like him",جشن سده یادگار چه کسی است؟,Whose memorial is the Sadeh celebration?,هوشنگ,Hushang,جشن سده یادگار هوشنگ است,The Sadeh celebration is Hushang's memorial,Easy,Historical,Shahnameh by Ferdowsi,"Sadeh, Memorial, Hushang"
254,Shahnameh,کشف شیوهٔ برافروختن آتش به دست هوشنگ و سابقهٔ جشن سده,کز آباد کردن جهان شاد کرد / جهانی به نیکی از او یاد کرد,"Who made the world happy by developing it / The world remembers him well",مردم چگونه هوشنگ را به خاطر می‌آورند؟,How do people remember Hushang?,به عنوان آبادکننده جهان و شاه نیک,As a developer of the world and good king,مردم هوشنگ را به عنوان آبادگر جهان و پادشاهی خوب یاد می‌کنند,People remember Hushang as a developer of the world and a good king,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Legacy, Development"
255,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو بشناخت آهنگری پیشه کرد / از آهنگری ارّه و تیشه کرد,"When he mastered blacksmithing, he took it as his craft / Through blacksmithing, he forged the saw and the axe",هوشنگ چه صنعتی را بنیان نهاد و چه ابزارهایی ساخت؟,What industry did Hushang establish and what tools did he forge?,صنعت آهنگری را بنیان نهاد و اره و تیشه ساخت,He established blacksmithing and forged the saw and axe,هوشنگ با کشف آهن و آتش، صنعت آهنگری را بنیان نهاد و اولین ابزارهای فلزی مانند اره و تیشه را ساخت، سپس با کانال‌کشی از دریاها، کشاورزی و دامداری را پایه‌ریزی کرد و لباس‌های چرمی را از پوست حیوانات تهیه نمود.,After discovering iron and fire Hushang founded blacksmithing and forged the first metal tools like saws and axes. He then built canals from seas to enable agriculture and animal husbandry and made leather garments from animal skins.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Blacksmithing, Invention, Agriculture, Animal Domestication"
256,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو این کرده شد چارهٔ آب ساخت / ز دریای‌ها رودها را بتاخت,"When this was done, he devised a solution for water / He carved rivers out from the seas",هوشنگ برای حل مشکل آب چه کرد؟,What did Hushang do to solve the water problem?,از دریاها کانال‌های آبی حفر کرد و رودها را ایجاد نمود,He dug water channels from the seas and created rivers,هوشنگ با ایجاد شبکه‌ای از رودها و جوها از دریاها، مشکل آب را برای کشاورزی و زندگی مردم حل کرد.,Hushang solved the water problem for agriculture and human settlement by creating a network of rivers and canals drawn from the seas.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Water Management, Irrigation, Engineering"
257,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,به جوی و به رود آب‌ها راه کرد / به فرخندگی رنج کوتاه کرد,"He directed waters into streams and rivers / He shortened hardship for prosperity",هوشنگ چگونه رنج مردم را کاهش داد؟,How did Hushang reduce people’s hardship?,با هدایت آب به جوها و رودها، زندگی را مرفه و آسان کرد,By channeling water into streams and rivers he made life prosperous and easier,با مدیریت آب و ایجاد زیرساخت‌های آبی، هوشنگ شرایط زندگی را بهبود بخشید و رنج‌های مردم را کاهش داد.,By managing water and creating hydraulic infrastructure Hushang improved living conditions and reduced people’s suffering.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Prosperity, Infrastructure, Civilization"
258,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چراگاه مردم بدان برفزود / پراگند پس تخم و کشت و درود,"Then people expanded their cultivated lands / They scattered seeds, farmed, and prospered",هوشنگ چگونه کشاورزی را گسترش داد؟,How did Hushang promote agriculture?,با گسترش چراگاه‌ها و تشویق کشت دانه‌ها,By expanding pastures and encouraging the sowing of seeds,هوشنگ با ایجاد آب‌راه‌ها، زمین‌های کشاورزی را گسترش داد و مردم را به کشت و کار تشویق کرد.,Hushang expanded farmlands by creating irrigation channels and encouraged people to cultivate and sow seeds.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Agriculture, Farming, Civilization"
259,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,برنجید پس هر کسی نان خویش / بورزید و بشناخت سامان خویش,"Then each person toiled for their own bread / They worked and learned the ways of their land",مردم پس از اقدامات هوشنگ چه کردند؟,What did people do after Hushang’s initiatives?,هر کس برای نان خود کار کرد و با سرزمین خود آشنا شد,Each person worked for their own sustenance and became familiar with their land,مردم با اطمینان از منابع غذایی، به کار و کشاورزی پرداختند و با محیط زیست خود هماهنگ شدند.,With food security assured people engaged in labor and farming becoming attuned to their environment and land.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Self-sufficiency, Labor, Awareness"
260,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو بشناخت آهنگری پیشه کرد / از آهنگری ارّه و تیشه کرد,"When he mastered blacksmithing, he took it as his craft / Through blacksmithing, he forged the saw and the axe",هوشنگ چه صنعتی را بنیان نهاد و چه ابزارهایی ساخت؟,What industry did Hushang establish and what tools did he forge?,صنعت آهنگری را بنیان نهاد و اره و تیشه ساخت,He established blacksmithing and forged the saw and axe,هوشنگ با کشف آهن و آتش، صنعت آهنگری را بنیان نهاد و اولین ابزارهای فلزی مانند اره و تیشه را ساخت، سپس با کانال‌کشی از دریاها، کشاورزی و دامداری را پایه‌ریزی کرد و لباس‌های چرمی را از پوست حیوانات تهیه نمود.,After discovering iron and fire Hushang founded blacksmithing and forged the first metal tools like saws and axes. He then built canals from seas to enable agriculture and animal husbandry and made leather garments from animal skins.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Blacksmithing, Invention, Agriculture, Animal Domestication"
261,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو این کرده شد چارهٔ آب ساخت / ز دریای‌ها رودها را بتاخت,"When this was done, he devised a solution for water / He carved rivers out from the seas",هوشنگ برای حل مشکل آب چه کرد؟,What did Hushang do to solve the water problem?,از دریاها کانال‌های آبی حفر کرد و رودها را ایجاد نمود,He dug water channels from the seas and created rivers,هوشنگ با ایجاد شبکه‌ای از رودها و جوها از دریاها، مشکل آب را برای کشاورزی و زندگی مردم حل کرد.,Hushang solved the water problem for agriculture and human settlement by creating a network of rivers and canals drawn from the seas.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Water Management, Irrigation, Engineering"
262,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,به جوی و به رود آب‌ها راه کرد / به فرخندگی رنج کوتاه کرد,"He directed waters into streams and rivers / He shortened hardship for prosperity",هوشنگ چگونه رنج مردم را کاهش داد؟,How did Hushang reduce people’s hardship?,با هدایت آب به جوها و رودها، زندگی را مرفه و آسان کرد,By channeling water into streams and rivers he made life prosperous and easier,با مدیریت آب و ایجاد زیرساخت‌های آبی، هوشنگ شرایط زندگی را بهبود بخشید و رنج‌های مردم را کاهش داد.,By managing water and creating hydraulic infrastructure Hushang improved living conditions and reduced people’s suffering.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Prosperity, Infrastructure, Civilization"
263,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چراگاه مردم بدان برفزود / پراگند پس تخم و کشت و درود,"Then people expanded their cultivated lands / They scattered seeds, farmed, and prospered",هوشنگ چگونه کشاورزی را گسترش داد؟,How did Hushang promote agriculture?,با گسترش چراگاه‌ها و تشویق کشت دانه‌ها,By expanding pastures and encouraging the sowing of seeds,هوشنگ با ایجاد آب‌راه‌ها، زمین‌های کشاورزی را گسترش داد و مردم را به کشت و کار تشویق کرد.,Hushang expanded farmlands by creating irrigation channels and encouraged people to cultivate and sow seeds.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Agriculture, Farming, Civilization"
264,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,برنجید پس هر کسی نان خویش / بورزید و بشناخت سامان خویش,"Then each person toiled for their own bread / They worked and learned the ways of their land",مردم پس از اقدامات هوشنگ چه کردند؟,What did people do after Hushang’s initiatives?,هر کس برای نان خود کار کرد و با سرزمین خود آشنا شد,Each person worked for their own sustenance and became familiar with their land,مردم با اطمینان از منابع غذایی، به کار و کشاورزی پرداختند و با محیط زیست خود هماهنگ شدند.,With food security assured people engaged in labor and farming becoming attuned to their environment and land.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Self-sufficiency, Labor, Awareness"
265,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,بدان ایزدی جاه و فرّ کیان / ز نخچیر گور و گوزن ژیان,"With divine majesty and royal glory / He separated cattle from wild onagers and deer",هوشنگ چگونه حیوانات را اهلی کرد؟,How did Hushang domesticate animals?,حیوانات اهلی مثل گاو و گوسفند را از حیوانات وحشی جدا کرد,He separated domestic animals like cows and sheep from wild ones like onagers and deer,هوشنگ با جداسازی حیوانات اهلی از وحشی، پایه‌های دامداری و استفاده از حیوانات در کشاورزی را بنا نهاد.,Hushang laid the foundation for animal husbandry and agricultural use of animals by separating domestic species from wild ones.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Animal Domestication, Livestock, Agriculture"
266,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,ز پویندگان هر چه مویش نکوست / بکشت و به سرشان برآهیخت پوست,"Of furry beasts, whichever had fine fur / He skinned them and draped their hides",هوشنگ از پوست حیوانات چه استفاده‌ای کرد؟,What use did Hushang make of animal skins?,برای پوشش و لباس از پوست حیوانات استفاده کرد,He used animal skins for clothing and covering,هوشنگ با استفاده از پوست حیوانات موی‌دار، لباس‌های گرم و مناسب برای انسان‌ها تهیه کرد.,Hushang prepared warm and suitable garments for humans by using the skins of furry animals.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Clothing, Leather, Craftsmanship"
267,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو روباه و قاقم چو سنجاب نرم / چهارم سمور است کش موی گرم,"Like fox, marten, and soft squirrel / And fourth, sable — all with warm fur",چه حیواناتی برای پوست گرمشان شکار شدند؟,Which animals were hunted for their warm fur?,روباه، قاقم، سنجاب و سمور,"The fox, marten, squirrel, and sable",حیواناتی با پوست گرم مانند روباه، قاقم، سنجاب و سمور برای تهیه لباس شکار شدند.,"Animals with warm fur — fox, marten, squirrel, and sable — were hunted to make clothing.",Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Fur, Hunting, Clothing"
268,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,بر این گونه از چرم پویندگان / بپوشید بالای گویندگان,"From such hides of furry beasts / Humans clothed themselves atop",مردم چگونه از پوست حیوانات استفاده کردند؟,How did people use animal hides?,لباس از آن‌ها دوختند و بر تن کردند,They sewed garments from them and wore them,مردم با دوختن لباس از پوست حیوانات، خود را در برابر سرما و سختی‌ها محافظت کردند.,People protected themselves from cold and hardship by sewing and wearing garments made from animal hides.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Garments, Survival, Craft"
269,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,برنجید و گسترد و خورد و سپرد / برفت و به جز نام نیکی نبرد,"He toiled, expanded, ate, and entrusted / He departed, taking nothing but a good name",هوشنگ در پایان زندگی چه چیزی با خود برد؟,What did Hushang take with him at the end of his life?,فقط نام نیک خود را,Only his good name,هوشنگ تمام عمر خود را وقف خدمت به مردم کرد و تنها چیزی که با خود برد، نام نیک او بود.,"Hushang devoted his life to serving his people, and the only thing he took with him was his good name.",Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Legacy, Service, Good Name"
270,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,بسی رنج برد اندر آن روزگار / به افسون و اندیشهٔ بی‌شمار,"He endured much hardship in those days / Through countless spells and thoughts",هوشنگ چگونه به پیشرفت دست یافت؟,How did Hushang achieve progress?,با تلاش فراوان و فکر و اندیشهٔ بی‌شمار,Through great effort and countless thoughts and innovations,هوشنگ با پشتکار، خلاقیت و تفکر عمیق، تمدن اولیه را پایه‌ریزی کرد.,"Hushang laid the foundation of early civilization through perseverance, creativity, and deep thinking.",Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Innovation, Perseverance, Civilization"
271,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,چو پیش آمدش روزگار بهی / از او مردری ماند تخت مهی,"When his time of fortune came / A glorious throne remained from him",چه چیزی از هوشنگ به جای ماند؟,What remained from Hushang?,تخت شاهی با شکوه,His glorious throne,از هوشنگ تخت شاهی با شکوه و میراث تمدنی بزرگی به جای ماند.,From Hushang remained a glorious throne and a great civilizational legacy.,Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Throne, Legacy, Kingship"
272,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,زمانه ندادش زمانی درنگ / شد آن هوش هوشنگ با فرّ و سنگ,"Time granted him no delay / That wise Hushang departed with glory and dignity",مرگ هوشنگ چگونه توصیف شده است؟,How is Hushang’s death described?,با شکوه و وقار و بدون درنگ زمانه,"With glory and dignity, without delay from time",مرگ هوشنگ با شکوه و وقار و در زمان مناسب توسط زمانه رقم خورد.,"Hushang’s death came with glory and dignity, at the appointed time, without delay.",Medium,Historical,Shahnameh by Ferdowsi,"Hushang, Death, Dignity, Fate"
273,Shahnameh,بنیان کردن آهنگری و صنعت‌های دیگر به دست هوشنگ,نه پیوست خواهد جهان با تو مهر / نه نیز آشکارا نمایدت چهر,"The world will not cling to you with affection / Nor will it openly reveal its true face to you",جهان چگونه با انسان رفتار می‌کند؟,How does the world treat humans?,بی‌میل و پنهان‌کار,With indifference and concealment,جهان به انسان‌ها محبت نمی‌کند و چهرهٔ واقعی خود را از آنان پنهان می‌دارد.,The world shows no affection to humans and conceals its true face from them.,Medium,Philosophical,Shahnameh by Ferdowsi,"Hushang, World, Fate, Human Condition"
274,"Shahnameh","طهمورث","پسر بد مر او را یکی هوشمند / گرانمایه طهمورث دیو بند","His worthy son, wise and noble / Tahmures, the Binder of Divs","پسر هوشنگ چه نام داشت و چه لقبی یافت؟","Who was Hushang’s son and what title did he earn?","طهمورث، لقبش دیو بند بود","Tahmures, titled the Binder of Divs","هوشنگ پسری خردمند به نام طهمورث داشت که به‌خاطر شکست دیوها، لقب «دیو بند» یافت.","Hushang had a wise son named Tahmures, who earned the title 'Binder of Divs' for subduing demons.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Hushang, Divs, Kingship"
275,"Shahnameh","طهمورث","بیامد به تخت پدر بر نشست / به شاهی کمر بر میان بر ببست","He came and sat upon his father’s throne / Girded his loins for kingship","طهمورث پس از هوشنگ چه کار کرد؟","What did Tahmures do after Hushang?","بر تخت پدر نشست و شاه شد","He ascended his father’s throne and became king","طهمورث پس از مرگ هوشنگ، جانشین او شد و با عزمی راسخ به پادشاهی پرداخت.","After Hushang’s death, Tahmures succeeded him and took up kingship with firm resolve.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Succession, Throne, Kingship"
276,"Shahnameh","طهمورث","همه موبدان را ز لشکر بخواند / به خوبی چه مایه سخن‌ها براند","He summoned priests and warriors alike / And delivered wise and stirring speeches","طهمورث در آغاز پادشاهی چه کرد؟","What did Tahmures do at the start of his reign?","موبدان و لشکریان را گرد آورد و سخنرانی کرد","He gathered priests and soldiers and gave speeches","طهمورث با گردآوری روحانیان و سپاهیان، با سخنرانی‌های خود وحدت و هدفمندی را تقویت کرد.","Tahmures strengthened unity and purpose by gathering clerics and soldiers and delivering inspiring speeches.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Leadership, Speech, Unity"
277,"Shahnameh","طهمورث","چنین گفت کامروز تخت و کلاه / مرا زیبد این تاج و گنج و سپاه","Thus spoke he, crowned and throned in fortune / 'This crown, this treasure, this army suit me'","طهمورث چه ادعا کرد؟","What did Tahmures claim?","شایستگی پادشاهی را برای خود ادعا کرد","He claimed to be worthy of kingship","طهمورث با اعتماد به نفس، شایستگی خود برای تاج و تخت و فرماندهی سپاه را اعلام کرد.","Tahmures confidently declared himself worthy of the crown, treasure, and command of the army.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Kingship, Authority, Confidence"
278,"Shahnameh","طهمورث","جهان از بدی‌ها بشویم به رای / پس آنگه کنم درگهی گرد پای","Let us cleanse the world of evils by counsel / Then I shall rest only when this is done","هدف طهمورث از پادشاهی چه بود؟","What was Tahmures’ goal as king?","پاکسازی جهان از بدی‌ها با تدبیر","To purify the world of evils through wisdom","هدف طهمورث از پادشاهی، پاکسازی جهان از شرور و فساد با تدبیر و فکر بود.","Tahmures’ goal as king was to cleanse the world of evil through wisdom and planning.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Justice, Wisdom, Reform"
279,"Shahnameh","طهمورث","ز هر جای کوته کنم دست دیو / که من بود خواهم جهان را خدیو","I shall cut short the hand of Divs everywhere / So that I alone may rule the world","طهمورث چه تصمیمی دربارهٔ دیوها گرفت؟","What decision did Tahmures make regarding the Divs?","دست دیوها را کوتاه کند تا تنها فرمانروای جهان باشد","To subdue the Divs so he alone would rule the world","طهمورث تصمیم گرفت دیوها را در سراسر جهان شکست دهد تا تنها فرمانروای جهان باشد.","Tahmures resolved to defeat the Divs across the world so he could be its sole ruler.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Divs, Power, Dominion"
280,"Shahnameh","طهمورث","هر آن چیز کاندر جهان سودمند / کنم آشکارا گشایم ز بند","Whatever in the world is beneficial / I shall openly reveal and set free","طهمورث چگونه با چیزهای سودمند رفتار می‌کرد؟","How did Tahmures treat beneficial things?","آنها را آشکار می‌کرد و گسترش می‌داد","He revealed and promoted them","طهمورث هر چیز سودمندی را در جهان شناسایی کرده، آن را آشکار و در اختیار مردم قرار می‌داد.","Tahmures identified beneficial things in the world, revealed them, and made them available to the people.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Innovation, Knowledge, Progress"
281,"Shahnameh","طهمورث","پس از پشت میش و بره پشم و موی / برید و به رشتن نهادند روی","Then from the backs of sheep and lambs, wool and hair / They sheared and spun into thread","طهمورث در چه صنعتی نوآوری کرد؟","In what industry did Tahmures innovate?","صنعت نخ‌ریسی از پشم گوسفند","The wool-spinning industry from sheep fleece","طهمورث بنیان نخ‌ریسی را با استفاده از پشم گوسفند و بره گذاشت.","Tahmures founded the wool-spinning industry using fleece from sheep and lambs.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Textiles, Wool, Craft"
282,"Shahnameh","طهمورث","به کوشش از او کرد پوشش به رای / به گستردنی بد هم او رهنمای","Through effort, he made garments by design / And guided others to spread their use","طهمورث چه کاربردهایی برای پشم و نخ پیدا کرد؟","What uses did Tahmures find for wool and thread?","لباس و فرش و زیرانداز","Clothing, carpets, and rugs","طهمورث از پشم و نخ برای تولید لباس، فرش و زیرانداز استفاده کرد و مردم را به گسترش آن راهنمایی کرد.","Tahmures used wool and thread to produce clothing, carpets, and rugs, guiding people to spread their use.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Clothing, Carpets, Industry"
283,"Shahnameh","طهمورث","ز پویندگان هر چه بد تیز رو / خورش کردشان سبزه و کاه و جو","Of swift beasts, whichever were useful / He fed them grass, straw, and barley","طهمورث چگونه حیوانات تندرو را اهلی کرد؟","How did Tahmures domesticate swift animals?","با تغذیه از کاه و سبزه و جو","By feeding them straw, grass, and barley","طهمورث حیوانات تندرو را با تغذیه از گیاهان، اهلی کرد و به خدمت انسان درآورد.","Tahmures domesticated swift animals by feeding them plants and putting them to human service.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Animal Domestication, Horse, Agriculture"
284,"Shahnameh","طهمورث","رمنده ددان را همه بنگرید / سیه گوش و یوز از میان برگزید","Look upon all the fierce beasts / He chose the black-eared and the cheetah","طهمورث چه حیوانات وحشی را انتخاب کرد؟","Which wild animals did Tahmures select?","سیاه‌گوش و یوزپلنگ","The black-eared beast and the cheetah","طهمورث از میان حیوانات وحشی، سیاه‌گوش و یوزپلنگ را برای اهلی‌سازی انتخاب کرد.","Tahmures selected the black-eared beast and cheetah from among wild animals for domestication.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Cheetah, Hunting, Domestication"
285,"Shahnameh","طهمورث","به چاره بیاوردش از دشت و کوه / به بند آمدند آن که بد زان گروه","He brought them from mountain and plain / Those of the group came willingly into bondage","طهمورث چگونه حیوانات را به شهر آورد؟","How did Tahmures bring animals to the city?","آنها را اسیر کرد و به شهر آورد","He captured them and brought them to the city","طهمورث حیوانات را از کوه و دشت گرفت و به شهر آورد تا در خدمت انسان قرار گیرند.","Tahmures captured animals from mountains and plains and brought them to the city for human use.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Capture, Urbanization, Animals"
286,"Shahnameh","طهمورث","ز مرغان مر آن را که بد نیک تاز / چو باز و چو شاهین گردن فراز","Of birds, he chose those noble and swift / Like falcons and hawks with lofty necks","طهمورث چه پرندگانی را انتخاب کرد؟","Which birds did Tahmures select?","شاهین و باز","Falcons and hawks","طهمورث پرندگان شکاری مانند شاهین و باز را برای شکار انتخاب کرد.","Tahmures selected hunting birds like falcons and hawks for falconry.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Falconry, Birds, Hunting"
287,"Shahnameh","طهمورث","بیاورد و آموختن‌شان گرفت / جهانی بدو مانده اندر شگفت","He brought them and trained them / The world stood amazed at his deeds","طهمورث چه کاری کرد که جهان را شگفت‌زده کرد؟","What did Tahmures do that amazed the world?","آموزش شکار به پرندگان شکاری","Training hunting birds for falconry","طهمورث با آموزش شکار به شاهین و باز، جهان را از خود شگفت‌زده کرد.","Tahmures amazed the world by training falcons and hawks for hunting.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Training, Birds, Innovation"
288,"Shahnameh","طهمورث","چو این کرده شد ماکیان و خروس / کجا بر خروشد گه زخم کوس","When this was done, the fowl and rooster / Who crow at dawn and beat the drum","طهمورث چه حیوانات دیگری را معرفی کرد؟","What other animals did Tahmures introduce?","مرغ و خروس","Chickens and roosters","طهمورث مرغ و خروس را که در سحر صدا می‌کنند به مردم معرفی کرد.","Tahmures introduced chickens and roosters — who crow at dawn — to the people.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Poultry, Rooster, Agriculture"
289,"Shahnameh","طهمورث","بیاورد و یک‌سر به مردم کشید / نهفته همه سودمندش گزید","He brought them and presented them to the people / Choosing all their hidden benefits","طهمورث چگونه از مرغ و خروس استفاده کرد؟","How did Tahmures utilize chickens and roosters?","از فواید پنهان آنها برای مردم استفاده کرد","He utilized their hidden benefits for the people","طهمورث فواید پنهان مرغ و خروس — مانند تخم‌مرغ و گوشت — را به مردم معرفی کرد.","Tahmures revealed the hidden benefits of chickens and roosters — such as eggs and meat — to the people.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Poultry, Nutrition, Utility"
290,"Shahnameh","طهمورث","بفرمودشان تا نوازند گرم / نخوانندشان جز به آواز نرم","He commanded: 'Treat them gently / Call them only with soft voices'","طهمورث چه دستوری دربارهٔ مراقبت از حیوانات داد؟","What instruction did Tahmures give about caring for animals?","مراقبت ملایم و صدای نرم","Gentle care and soft voices","طهمورث دستور داد حیوانات را با ملایمت نگهداری کنند و فقط با صدای نرم صدا بزنند.","Tahmures instructed that animals be cared for gently and called only with soft voices.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Animal Care, Ethics, Compassion"
291,"Shahnameh","طهمورث","چنین گفت کاین را ستایش کنید / جهان آفرین را نیایش کنید","Thus he said: 'Praise these blessings / Worship the Creator of the world'","طهمورث مردم را به چه چیزی تشویق کرد؟","What did Tahmures encourage the people to do?","قدردانی از نعمت‌ها و عبادت خدا","To appreciate blessings and worship God","طهمورث مردم را به قدردانی از نعمت‌ها و عبادت خالق جهان تشویق کرد.","Tahmures encouraged people to appreciate blessings and worship the Creator of the world.","Medium","Philosophical","Shahnameh by Ferdowsi","Tahmures, Gratitude, Worship, Morality"
292,"Shahnameh","طهمورث","که او دادمان بر ددان دستگاه / ستایش مر او را که بنمود راه","For He granted us dominion over beasts / Praise Him who showed us the way","طهمورث چرا خدا را ستود؟","Why did Tahmures praise God?","چون بر حیوانات برتری داد و راه را نشان داد","Because God gave humans dominion over beasts and showed the way","طهمورث خدا را به‌خاطر برتری انسان بر حیوانات و راهنمایی در این راه ستود.","Tahmures praised God for granting humans dominion over animals and guiding them in this path.","Medium","Philosophical","Shahnameh by Ferdowsi","Tahmures, Dominion, Guidance, Theology"
293,"Shahnameh","طهمورث","مر او را یکی پاک دستور بود / که رایش ز کردار بد دور بود","He had a minister pure in counsel / Whose thoughts were far from evil deeds","وزیر طهمورث چه ویژگی داشت؟","What quality did Tahmures’ minister have?","پاک‌دستور و دور از کردار بد","Pure in counsel and far from evil deeds","وزیر طهمورث، شهرسپ، مردی پاک‌دستور و دور از اندیشهٔ بد بود.","Tahmures’ minister, Shahrsep, was a man of pure counsel and far from evil thoughts.","Medium","Historical","Shahnameh by Ferdowsi","Tahmures, Minister, Shahrsep, Virtue"
294,"Shahnameh","طهمورث","خنیده به هر جای شهرسپ نام / نزد جز به نیکی به هر جای گام","Famed was Shahrsep in every land / He set foot nowhere except for good","شهرسپ چگونه شهرت یافت؟","How did Shahrsep gain fame?","با رفتار نیک و گام‌های خیرخواهانه","Through good deeds and benevolent steps","شهرسپ با رفتار نیک و گام‌های خیرخواهانه در همه جا شهرت یافت.","Shahrsep gained fame everywhere through his good deeds and benevolent actions.","Medium","Historical","Shahnameh by Ferdowsi","Shahrsep, Virtue, Reputation, Service"
295,"Shahnameh","طهمورث","همه روز بسته ز خوردن دو لب / به پیش جهاندار بر پای شب","Each day he fasted, lips sealed from food / At night he stood in prayer before the Lord","شهرسپ چه عبادتی داشت؟","What worship did Shahrsep practice?","روزه در روز و نماز در شب","Fasting by day and praying at night","شهرسپ روزها روزه می‌گرفت و شب‌ها در عبادت بیدار می‌ماند.","Shahrsep fasted during the day and stayed awake at night in worship.","Medium","Philosophical","Shahnameh by Ferdowsi","Shahrsep, Fasting, Prayer, Piety"
296,"Shahnameh","طهمورث","چنان بر دل هر کسی بود دوست / نماز شب و روزه آیین اوست","So beloved was he in every heart / Night prayer and fasting were his creed","شهرسپ چگونه محبوب مردم شد؟","How did Shahrsep become beloved by the people?","با نماز شب و روزه و رفتار نیک","Through night prayers, fasting, and good conduct","شهرسپ با عبادت و رفتار نیک، در دل همه جایگاه محبوبیت یافت.","Shahrsep won the love of all through worship and virtuous behavior.","Medium","Philosophical","Shahnameh by Ferdowsi","Shahrsep, Devotion, Popularity, Faith"
297,"Shahnameh","طهمورث","سر مایه بد اختر شاه را / در بسته بد جان بدخواه را","He was the king’s source of fortune / A barrier against the malice of foes","شهرسپ برای شاه و دشمنان چه بود؟","What was Shahrsep to the king and enemies?","سرمایهٔ شاه و مانع بدخواهان","The king’s asset and barrier against enemies","شهرسپ برای شاه سرمایه و برای دشمنان مانع و مزاحمت بود.","Shahrsep was an asset to the king and an obstacle to his enemies.","Medium","Historical","Shahnameh by Ferdowsi","Shahrsep, Loyalty, Protection, Counsel"
